sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","FTA/FGA","+1%","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
47,"Illinois-Chicago Flames",27,5.2,19.7,4.2,0.814,5.2,2.1,3.1,40.7,40.7,0,0,40.7,5.2,2.1,3.1,40.7,0,0,0,,0
48,"Washington Huskies",28,6.9,23.5,5.6,0.813,6.9,2.8,4.1,40.1,40.1,0.02,1.6,40.1,6.9,2.8,4.1,40.1,0,0,0,,0
48,"South Alabama Jaguars",27,5.5,19.4,4.5,0.812,5.5,2.2,3.3,40.3,40.3,0.01,0.7,40.3,5.5,2.2,3.3,40.3,0,0,0,,0
50,"UMBC Retrievers",26,5,21.8,4.1,0.809,5,2,3,40.5,40.5,0,0,40.5,5,2,3,40.5,0,0,0,,0
50,"Tennessee Tech Golden Eagles",27,5,21.1,4.1,0.809,5,2,3,40.4,40.4,0,0,40.4,5,2,3,40.4,0,0,0,,0
52,"Drake Bulldogs",26,4.6,14.7,3.7,0.808,4.6,1.8,2.8,40,40,0.01,0.8,40,4.6,1.8,2.8,40,0,0,0,,0
53,"Tarleton State Texans",25,5,17,4,0.806,5,2,3,40.3,40.3,0,0,40.3,5,2,3,40.3,0,0,0,,0
54,"Loyola (MD) Greyhounds",27,4.4,14.9,3.5,0.805,4.4,1.7,2.6,39.8,39.8,0.01,0.8,39.8,4.4,1.7,2.6,39.8,0,0,0,,0
55,"George Mason Patriots",27,4.7,17.9,3.8,0.803,4.7,1.9,2.8,40.2,40.2,0,0,40.2,4.7,1.9,2.8,40.2,0,0,0,,0
55,"DePaul Blue Demons",29,4.4,18.2,3.5,0.803,4.4,1.8,2.6,40.2,40.2,0,0,40.2,4.4,1.8,2.6,40.2,0,0,0,,0
57,"Oral Roberts Golden Eagles",27,6,19.3,4.8,0.802,6,2.4,3.6,39.5,39.5,0.02,1.9,39.5,6,2.4,3.6,39.5,0,0,0,,0
57,"Cornell Big Red",24,4,14.4,3.2,0.802,4,1.6,2.4,39.6,39.6,0.02,2.1,39.6,4,1.6,2.4,39.6,0,0,0,,0
59,"Denver Pioneers",28,5,18.7,4,0.8,5,2,3,40,40,0,0,40,5,2,3,40,0,0,0,,0
60,"UC San Diego Tritons",26,3.8,12.8,3,0.798,3.8,1.5,2.3,39.4,39.4,0.01,1,39.4,3.8,1.5,2.3,39.4,0,0,0,,0
61,"Iowa Hawkeyes",27,6,17.6,4.8,0.796,6,2.4,3.6,39.5,39.5,0.01,0.6,39.5,6,2.4,3.6,39.5,0,0,0,,0
61,"Le Moyne Dolphins",28,5.1,15.2,4,0.796,5.1,2,3.1,38.7,38.7,0.03,2.8,38.7,5.1,2,3.1,38.7,0,0,0,,0
63,"San Diego Toreros",29,6.2,19.8,4.9,0.794,6.2,2.4,3.8,38.9,38.9,0.02,2.2,38.9,6.2,2.4,3.8,38.9,0,0,0,,0
64,"Vanderbilt Commodores",28,6,20.3,4.8,0.793,6,2.4,3.6,39.6,39.6,0,0,39.6,6,2.4,3.6,39.6,0,0,0,,0
65,"Illinois State Redbirds",27,5.1,17.3,4.1,0.791,5.1,2,3.1,39.6,39.6,0,0,39.6,5.1,2,3.1,39.6,0,0,0,,0
65,"Valparaiso University",27,5.1,16.6,4.1,0.791,5.1,2,3.1,39.6,39.6,0,0,39.6,5.1,2,3.1,39.6,0,0,0,,0
65,"Nebraska Cornhuskers",28,5,18.1,3.9,0.791,5,2,3,39.6,39.6,0,0,39.6,5,2,3,39.6,0,0,0,,0
68,"Idaho Vandals",28,6,17.1,4.7,0.79,6,2.4,3.6,39.5,39.5,0.01,0.6,39.5,6,2.4,3.6,39.5,0,0,0,,0
68,"Tennessee Lady Volunteers",26,7.2,26.5,5.7,0.79,7.2,2.8,4.4,38.7,38.7,0.02,1.6,38.7,7.2,2.8,4.4,38.7,0,0,0,,0
68,"North Dakota Fighting Hawks",28,8.5,24.5,6.7,0.79,8.5,3.4,5.1,39.5,39.5,0,0,39.5,8.5,3.4,5.1,39.5,0,0,0,,0
71,"Cal State Northridge Matadors",25,4.6,15.2,3.6,0.789,4.6,1.8,2.8,39.5,39.5,0,0,39.5,4.6,1.8,2.8,39.5,0,0,0,,0
72,"Nevada Wolf Pack",26,5.6,19.9,4.4,0.786,5.6,2.2,3.4,39.3,39.3,0,0,39.3,5.6,2.2,3.4,39.3,0,0,0,,0
72,"Eastern Illinois Panthers",29,6,21.4,4.7,0.786,6,2.3,3.7,38.7,38.7,0.01,1.2,38.7,6,2.3,3.7,38.7,0,0,0,,0
72,"New Mexico State Aggies",25,4.5,15.6,3.5,0.786,4.5,1.8,2.7,39.3,39.3,0.01,0.9,39.3,4.5,1.8,2.7,39.3,0,0,0,,0
72,"UMKC Kangaroos",28,4,15.2,3.1,0.786,4,1.5,2.5,38.4,38.4,0.03,2.7,38.4,4,1.5,2.5,38.4,0,0,0,,0
76,"South Dakota State Jackrabbits",28,4.8,14.9,3.8,0.785,4.8,1.9,2.9,39.3,39.3,0,0,39.3,4.8,1.9,2.9,39.3,0,0,0,,0
76,"St. John's Red Storm",30,4.8,17.8,3.8,0.785,4.8,1.9,2.9,38.9,38.9,0.01,0.7,38.9,4.8,1.9,2.9,38.9,0,0,0,,0
78,"Lafayette Leopards",27,4.9,15.8,3.9,0.782,4.9,1.9,3,39.1,39.1,0.01,0.8,39.1,4.9,1.9,3,39.1,0,0,0,,0
78,"Mississippi Rebels",28,6.7,26.8,5.3,0.782,6.7,2.6,4.1,38.8,38.8,0.01,1.1,38.8,6.7,2.6,4.1,38.8,0,0,0,,0
78,"Portland Pilots",28,5.9,24.7,4.6,0.782,5.9,2.3,3.6,38.8,38.8,0.01,0.6,38.8,5.9,2.3,3.6,38.8,0,0,0,,0
78,"Long Beach State 49ers",26,4.2,13.2,3.3,0.782,4.2,1.7,2.6,39.1,39.1,0,0,39.1,4.2,1.7,2.6,39.1,0,0,0,,0
82,"Villanova Wildcats",28,4.5,18.4,3.5,0.78,4.5,1.8,2.8,38.6,38.6,0.01,0.8,38.6,4.5,1.8,2.8,38.6,0,0,0,,0
83,"Morehead State Eagles",29,4.7,15.7,3.7,0.779,4.7,1.8,2.9,39,39,0.01,0.7,39,4.7,1.8,2.9,39,0,0,0,,0
83,"Mount St. Mary's Mountaineers",27,3.5,12.8,2.7,0.779,3.5,1.4,2.1,38.9,38.9,0,0,38.9,3.5,1.4,2.1,38.9,0,0,0,,0
83,"Loyola Marymount Lions",27,5.2,22.3,4,0.779,5.2,2,3.2,38.6,38.6,0.01,1.4,38.6,5.2,2,3.2,38.6,0,0,0,,0
86,"Wisconsin-(Milwaukee) Panthers",29,3.7,12.6,2.9,0.778,3.7,1.4,2.3,38.9,38.9,0.01,0.9,38.9,3.7,1.4,2.3,38.9,0,0,0,,0
86,"Baylor Bears",29,6.2,20.5,4.8,0.778,6.2,2.4,3.8,38.3,38.3,0.02,1.7,38.3,6.2,2.4,3.8,38.3,0,0,0,,0
86,"East Texas A&M Lions",26,6.6,22.4,5.1,0.778,6.6,2.5,4,38.6,38.6,0.01,0.6,38.6,6.6,2.5,4,38.6,0,0,0,,0
89,"Weber State Wildcats",29,5.1,17.5,4,0.777,5.1,2,3.1,38.5,38.5,0.01,0.7,38.5,5.1,2,3.1,38.5,0,0,0,,0
89,"Northern Arizona Lumberjacks",28,3.7,12,2.9,0.777,3.7,1.4,2.3,37.9,37.9,0.02,1.9,37.9,3.7,1.4,2.3,37.9,0,0,0,,0
91,"UCF Knights",27,5.8,20.1,4.5,0.776,5.8,2.2,3.6,38.5,38.5,0.01,0.6,38.5,5.8,2.2,3.6,38.5,0,0,0,,0
91,"Montana Lady Griz",26,5.7,19.3,4.4,0.776,5.7,2.2,3.5,38.8,38.8,0,0,38.8,5.7,2.2,3.5,38.8,0,0,0,,0
93,"Loyola (Chicago) Ramblers",27,5.2,22.1,4,0.773,5.2,2,3.3,37.6,37.6,0.03,2.8,37.6,5.2,2,3.3,37.6,0,0,0,,0
93,"Portland State Vikings",27,6,20.7,4.7,0.773,6,2.3,3.7,38,38,0.02,1.8,38,6,2.3,3.7,38,0,0,0,,0
