sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","FTA/FGA","+1%","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
36,"Florida Atlantic Owls",14,1,1.7,1,1,1,0.5,0.5,50,50,0,0,50,1,0.5,0.5,50,0,0,0,,0
36,"Mercyhurst Lakers",12,0.7,1.1,0.7,1,0.7,0.3,0.3,50,50,0,0,50,0.7,0.3,0.3,50,0,0,0,,0
36,"Holy Cross Crusaders",13,0.9,1.6,0.9,1,0.9,0.5,0.5,50,50,0,0,50,0.9,0.5,0.5,50,0,0,0,,0
36,"Washington State Cougars",16,0.8,1.2,0.8,1,0.8,0.4,0.4,50,50,0,0,50,0.8,0.4,0.4,50,0,0,0,,0
36,"Florida International Panthers",11,0.2,0.3,0.2,1,0.2,0.1,0.1,50,50,0,0,50,0.2,0.1,0.1,50,0,0,0,,0
36,"Utah State Aggies",13,0.3,0.5,0.3,1,0.3,0.2,0.2,50,50,0,0,50,0.3,0.2,0.2,50,0,0,0,,0
36,"Fairfield Stags",14,1,1.8,1,1,1,0.5,0.5,50,50,0,0,50,1,0.5,0.5,50,0,0,0,,0
36,"Georgia Tech Yellow Jackets",15,1.1,1.7,1.1,1,1.1,0.5,0.5,50,50,0,0,50,1.1,0.5,0.5,50,0,0,0,,0
36,"Mississippi Rebels",15,0.9,1.8,0.9,1,0.9,0.5,0.5,50,50,0,0,50,0.9,0.5,0.5,50,0,0,0,,0
36,"Northwestern Wildcats",14,0.7,1.1,0.7,1,0.7,0.4,0.4,50,50,0.1,10,50,0.7,0.4,0.4,50,0,0,0,,0
36,"Arkansas-(Pine Bluff) Golden Lions",12,0.2,0.3,0.2,1,0.2,0.1,0.1,50,50,0,0,50,0.2,0.1,0.1,50,0,0,0,,0
36,"Yale Bulldogs",13,0.8,1.3,0.8,1,0.8,0.4,0.4,50,50,0,0,50,0.8,0.4,0.4,50,0,0,0,,0
36,"Hampton Pirates",11,0.5,0.9,0.5,1,0.5,0.3,0.3,50,50,0,0,50,0.5,0.3,0.3,50,0,0,0,,0
36,"Montana Lady Griz",13,2.2,3.3,2.2,1,2.2,1.1,1.1,50,50,0,0,50,2.2,1.1,1.1,50,0,0,0,,0
36,"Tulane Green Wave",14,1.3,2.1,1.3,1,1.3,0.6,0.7,44.4,44.4,0.11,11.1,44.4,1.3,0.6,0.7,44.4,0,0,0,,0
36,"Syracuse Orange",14,1.5,2.6,1.5,1,1.5,0.7,0.8,47.6,47.6,0.05,4.8,47.6,1.5,0.7,0.8,47.6,0,0,0,,0
53,"South Dakota State Jackrabbits",16,1.7,2.6,1.6,0.963,1.7,0.8,0.9,48.1,48.1,0.04,3.7,48.1,1.7,0.8,0.9,48.1,0,0,0,,0
54,"Old Dominion Lady Monarchs",14,1.9,3,1.8,0.962,1.9,0.9,1,46.2,46.2,0.04,3.8,46.2,1.9,0.9,1,46.2,0,0,0,,0
55,"Georgia Southern Eagles",14,1.6,2.5,1.5,0.955,1.6,0.7,0.9,45.5,45.5,0.05,4.5,45.5,1.6,0.7,0.9,45.5,0,0,0,,0
