sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","FTA/FGA","+1%","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
35,"Pepperdine Waves",28,3.6,13.4,3.1,0.851,3.6,1.5,2.1,42.6,42.6,0.01,1,42.6,3.6,1.5,2.1,42.6,0,0,0,,0
35,"San Jose State Spartans",28,2.6,8.1,2.3,0.851,2.6,1.1,1.6,40.5,40.5,0.05,5.4,40.5,2.6,1.1,1.6,40.5,0,0,0,,0
37,"North Dakota State Bison",27,4.7,19.8,4,0.85,4.7,2,2.7,41.7,41.7,0.02,1.6,41.7,4.7,2,2.7,41.7,0,0,0,,0
37,"Purdue Fort Wayne Mastodons",28,4.3,14.9,3.6,0.85,4.3,1.8,2.5,42.5,42.5,0.01,0.8,42.5,4.3,1.8,2.5,42.5,0,0,0,,0
39,"Connecticut Huskies",29,5.1,15.2,4.3,0.845,5.1,2.1,3,41.9,41.9,0.01,0.7,41.9,5.1,2.1,3,41.9,0,0,0,,0
39,"Loyola Marymount Lions",27,8.8,29.5,7.4,0.845,8.8,3.7,5.1,41.6,41.6,0.02,1.7,41.6,8.8,3.7,5.1,41.6,0,0,0,,0
41,"South Dakota State Jackrabbits",28,5,18.4,4.2,0.843,5,2.1,2.9,42.1,42.1,0,0,42.1,5,2.1,2.9,42.1,0,0,0,,0
42,"Murray State Racers",27,4.7,13.5,3.9,0.841,4.7,1.9,2.7,41.3,41.3,0.02,1.6,41.3,4.7,1.9,2.7,41.3,0,0,0,,0
43,"Purdue Boilermakers",27,5.1,16.2,4.3,0.839,5.1,2.1,3,41.6,41.6,0.01,0.7,41.6,5.1,2.1,3,41.6,0,0,0,,0
44,"Mississippi Rebels",28,6.2,21.7,5.2,0.838,6.2,2.6,3.6,41.6,41.6,0.01,0.6,41.6,6.2,2.6,3.6,41.6,0,0,0,,0
45,"UC Irvine Anteaters",27,7.5,21.6,6.3,0.837,7.5,3.1,4.4,41.6,41.6,0,0.5,41.6,7.5,3.1,4.4,41.6,0,0,0,,0
45,"New Mexico Lobos",26,4,13.1,3.3,0.837,4,1.7,2.3,41.3,41.3,0.01,1,41.3,4,1.7,2.3,41.3,0,0,0,,0
47,"Massachusetts Lowell",27,4.7,13.7,3.9,0.833,4.7,1.9,2.7,41.3,41.3,0.02,1.6,41.3,4.7,1.9,2.7,41.3,0,0,0,,0
47,"Fairfield Stags",28,1.7,5,1.4,0.833,1.7,0.7,1,41.7,41.7,0,0,41.7,1.7,0.7,1,41.7,0,0,0,,0
49,"Clemson Tigers",28,4.7,14.8,3.9,0.832,4.7,1.9,2.8,41.2,41.2,0.01,0.8,41.2,4.7,1.9,2.8,41.2,0,0,0,,0
50,"LSU Tigers",28,8,27,6.6,0.83,8,3.3,4.7,41.1,41.1,0.01,1.3,41.1,8,3.3,4.7,41.1,0,0,0,,0
51,"South Carolina Gamecocks",29,7.4,27.4,6.1,0.827,7.4,3,4.4,40.7,40.7,0.02,1.9,40.7,7.4,3,4.4,40.7,0,0,0,,0
52,"UNLV Rebels",27,9.4,29.8,7.7,0.826,9.4,3.9,5.5,41.1,41.1,0,0.4,41.1,9.4,3.9,5.5,41.1,0,0,0,,0
53,"Iowa State Cyclones",28,4.5,15.1,3.7,0.824,4.5,1.8,2.6,40.8,40.8,0.01,0.8,40.8,4.5,1.8,2.6,40.8,0,0,0,,0
54,"Alabama Crimson Tide",28,3.4,12.2,2.8,0.823,3.4,1.4,2,40.6,40.6,0.01,1,40.6,3.4,1.4,2,40.6,0,0,0,,0
54,"Oakland Golden Grizzlies",28,3.4,12.7,2.8,0.823,3.4,1.4,2,40.6,40.6,0.01,1,40.6,3.4,1.4,2,40.6,0,0,0,,0
56,"Wofford Terriers",27,6,17.8,4.9,0.821,6,2.4,3.6,40.1,40.1,0.02,1.9,40.1,6,2.4,3.6,40.1,0,0,0,,0
57,"Tulsa Golden Hurricane",26,3.2,12.3,2.6,0.819,3.2,1.3,1.9,41,41,0,0,41,3.2,1.3,1.9,41,0,0,0,,0
57,"Brown Bears",23,3.6,13.4,3,0.819,3.6,1.5,2.1,41,41,0,0,41,3.6,1.5,2.1,41,0,0,0,,0
57,"Minnesota Golden Gophers",28,8.3,25.6,6.8,0.819,8.3,3.4,4.9,40.5,40.5,0.01,0.9,40.5,8.3,3.4,4.9,40.5,0,0,0,,0
60,"Drexel Dragons",25,5.9,21.1,4.8,0.818,5.9,2.4,3.5,40.5,40.5,0.01,0.7,40.5,5.9,2.4,3.5,40.5,0,0,0,,0
61,"Northwestern Wildcats",27,4.3,15.5,3.5,0.817,4.3,1.7,2.5,40.9,40.9,0,0,40.9,4.3,1.7,2.5,40.9,0,0,0,,0
62,"Abilene Christian Wildcats",27,1.4,5.2,1.1,0.816,1.4,0.6,0.9,39.5,39.5,0.03,2.6,39.5,1.4,0.6,0.9,39.5,0,0,0,,0
63,"Charleston Cougars",25,9.3,26.8,7.6,0.815,9.3,3.8,5.5,40.8,40.8,0,0.4,40.8,9.3,3.8,5.5,40.8,0,0,0,,0
63,"Western Illinois Leathernecks",27,8.6,30.8,7,0.815,8.6,3.4,5.2,39.9,39.9,0.02,1.7,39.9,8.6,3.4,5.2,39.9,0,0,0,,0
63,"Delaware Fightin Blue Hens",27,4.6,17.5,3.7,0.815,4.6,1.9,2.7,40.3,40.3,0.01,0.8,40.3,4.6,1.9,2.7,40.3,0,0,0,,0
66,"Mississippi State Bulldogs",28,5.7,20.9,4.6,0.811,5.7,2.3,3.4,39.6,39.6,0.03,3.1,39.6,5.7,2.3,3.4,39.6,0,0,0,,0
66,"Oregon Ducks",29,6.8,21.9,5.5,0.811,6.8,2.7,4,40.3,40.3,0.01,1,40.3,6.8,2.7,4,40.3,0,0,0,,0
66,"Oregon State Beavers",29,6.9,24.4,5.6,0.811,6.9,2.8,4.1,40.3,40.3,0,0.5,40.3,6.9,2.8,4.1,40.3,0,0,0,,0
66,"Navy Midshipmen",26,7.3,21.2,5.9,0.811,7.3,2.9,4.4,40,40,0.02,1.6,40,7.3,2.9,4.4,40,0,0,0,,0
70,"Akron Zips",26,4.5,14.4,3.6,0.81,4.5,1.8,2.7,40.5,40.5,0.01,0.9,40.5,4.5,1.8,2.7,40.5,0,0,0,,0
71,"South Dakota Coyotes",28,8.8,31,7.1,0.808,8.8,3.5,5.3,40,40,0.01,0.8,40,8.8,3.5,5.3,40,0,0,0,,0
72,"Tennessee Lady Volunteers",26,4.2,11.2,3.4,0.807,4.2,1.7,2.5,40.4,40.4,0,0,40.4,4.2,1.7,2.5,40.4,0,0,0,,0
72,"Michigan State Spartans",28,4.1,15.2,3.3,0.807,4.1,1.6,2.5,39.5,39.5,0.02,1.8,39.5,4.1,1.6,2.5,39.5,0,0,0,,0
74,"Colorado State Rams",28,6.4,21.4,5.2,0.806,6.4,2.6,3.9,40,40,0.01,1.1,40,6.4,2.6,3.9,40,0,0,0,,0
75,"Portland State Vikings",27,5.7,23.8,4.6,0.805,5.7,2.3,3.4,39.6,39.6,0.02,1.9,39.6,5.7,2.3,3.4,39.6,0,0,0,,0
76,"Texas Tech Lady Raiders",29,6.3,20.7,5.1,0.804,6.3,2.5,3.8,39.7,39.7,0.02,2.2,39.7,6.3,2.5,3.8,39.7,0,0,0,,0
77,"Lafayette Leopards",27,6.8,20.2,5.4,0.803,6.8,2.7,4.1,39.9,39.9,0.01,1.1,39.9,6.8,2.7,4.1,39.9,0,0,0,,0
78,"Southeast Missouri State Redhawks",27,3.3,13.7,2.7,0.8,3.3,1.3,2,40,40,0,0,40,3.3,1.3,2,40,0,0,0,,0
78,"Appalachian State Mountaineers",27,3.1,12.9,2.5,0.8,3.1,1.3,1.9,40,40,0.02,2.4,40,3.1,1.3,1.9,40,0,0,0,,0
78,"UC Davis Aggies",28,2,6,1.6,0.8,2,0.8,1.2,40,40,0,0,40,2,0.8,1.2,40,0,0,0,,0
81,"Columbia Lions",24,3.7,13.7,3,0.798,3.7,1.5,2.3,39.3,39.3,0.01,1.1,39.3,3.7,1.5,2.3,39.3,0,0,0,,0
82,"Miami (OH) RedHawks",27,2.6,9.1,2,0.797,2.6,1,1.6,39.1,39.1,0.01,1.4,39.1,2.6,1,1.6,39.1,0,0,0,,0
