sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","FTA/FGA","+1%","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
36,"Wright State Raiders",31,24.4,41.5,28.6,1.173,24.4,13.7,10.6,56.3,56.3,0.06,6.1,56.3,24.4,13.7,10.6,56.3,0,0,0,,0
36,"Detroit Titans",29,26.9,45.8,31.6,1.173,26.9,15.2,11.7,56.6,56.6,0.06,5.6,56.6,26.9,15.2,11.7,56.6,0,0,0,,0
36,"Loyola Marymount Lions",29,23.2,43.6,27.2,1.173,23.2,13.3,9.9,57.4,57.4,0.04,4.5,57.4,23.2,13.3,9.9,57.4,0,0,0,,0
39,"Montana Lady Griz",28,26.8,42.8,31.4,1.171,26.8,15.3,11.5,57.1,57.1,0.05,5.2,57.1,26.8,15.3,11.5,57.1,0,0,0,,0
40,"Northeastern Huskies",27,23.3,40.4,27.3,1.17,23.3,13.3,10,57,57,0.05,4.8,57,23.3,13.3,10,57,0,0,0,,0
41,"Auburn Tigers",30,19.9,37.2,23.2,1.169,19.9,11.3,8.6,56.7,56.7,0.06,6,56.7,19.9,11.3,8.6,56.7,0,0,0,,0
42,"Jackson State Tigers",28,20.6,37.5,24,1.168,20.6,11.5,9.1,55.9,55.9,0.07,7.5,55.9,20.6,11.5,9.1,55.9,0,0,0,,0
42,"Southern Illinois Salukis",27,23.6,40.4,27.6,1.168,23.6,13.3,10.3,56.4,56.4,0.08,8.2,56.4,23.6,13.3,10.3,56.4,0,0,0,,0
44,"Iowa State Cyclones",30,19.2,31.7,22.4,1.163,19.2,10.7,8.6,55.5,55.5,0.07,6.9,55.5,19.2,10.7,8.6,55.5,0,0,0,,0
44,"Long Beach State 49ers",28,25.5,40.4,29.6,1.163,25.5,14.3,11.1,56.2,56.2,0.06,6.5,56.2,25.5,14.3,11.1,56.2,0,0,0,,0
46,"UMKC Kangaroos",29,24.2,43.3,28.1,1.162,24.2,13.4,10.8,55.3,55.3,0.07,7,55.3,24.2,13.4,10.8,55.3,0,0,0,,0
47,"Wichita State Shockers",29,22.3,37.7,25.9,1.161,22.3,12.4,9.9,55.6,55.6,0.08,7.6,55.6,22.3,12.4,9.9,55.6,0,0,0,,0
48,"Notre Dame Fighting Irish",29,24.1,41.9,27.9,1.16,24.1,13.2,10.8,55,55,0.08,7.7,55,24.1,13.2,10.8,55,0,0,0,,0
48,"Louisiana-(Lafayette) Ragin Cajuns",29,24.6,39.1,28.6,1.16,24.6,13.9,10.8,56.3,56.3,0.04,4.3,56.3,24.6,13.9,10.8,56.3,0,0,0,,0
50,"Northern Illinois Huskies",28,25,44,28.9,1.159,25,13.8,11.2,55.2,55.2,0.08,8,55.2,25,13.8,11.2,55.2,0,0,0,,0
51,"Northern Arizona Lumberjacks",30,27.2,42.6,31.5,1.158,27.2,15.2,12,55.9,55.9,0.06,6.5,55.9,27.2,15.2,12,55.9,0,0,0,,0
52,"Houston Christian Huskies",28,23.4,39.7,27.1,1.157,23.4,13,10.4,55.7,55.7,0.06,5.8,55.7,23.4,13,10.4,55.7,0,0,0,,0
52,"Arkansas-(Pine Bluff) Golden Lions",26,24.1,40.1,27.8,1.157,24.1,13.4,10.7,55.6,55.6,0.06,6.1,55.6,24.1,13.4,10.7,55.6,0,0,0,,0
54,"New Orleans Privateers",29,28.3,43.1,32.7,1.156,28.3,15.9,12.4,56.3,56.3,0.05,4.6,56.3,28.3,15.9,12.4,56.3,0,0,0,,0
54,"Middle Tennessee State Blue Raiders",28,19.7,36.1,22.8,1.156,19.7,11,8.7,55.8,55.8,0.06,5.8,55.8,19.7,11,8.7,55.8,0,0,0,,0
56,"Kansas State Wildcats",31,21.8,37.9,25.2,1.154,21.8,12.1,9.7,55.4,55.4,0.07,6.8,55.4,21.8,12.1,9.7,55.4,0,0,0,,0
57,"Utah State Aggies",28,22.3,36.4,25.7,1.152,22.3,12.4,9.9,55.8,55.8,0.05,4.6,55.8,22.3,12.4,9.9,55.8,0,0,0,,0
57,"Evansville Aces",29,28.8,47.1,33.2,1.152,28.8,16,12.9,55.4,55.4,0.06,6.1,55.4,28.8,16,12.9,55.4,0,0,0,,0
57,"Temple Owls",28,23.3,38.5,26.9,1.152,23.3,12.9,10.4,55.3,55.3,0.06,6.1,55.3,23.3,12.9,10.4,55.3,0,0,0,,0
60,"Indiana University - Indianapolis Jaguars",29,26.4,47.4,30.4,1.151,26.4,14.6,11.9,55.1,55.1,0.06,6.3,55.1,26.4,14.6,11.9,55.1,0,0,0,,0
61,"Illinois Fighting Illini",28,24.3,42.3,27.9,1.15,24.3,13.4,10.9,55.1,55.1,0.06,6.5,55.1,24.3,13.4,10.9,55.1,0,0,0,,0
62,"Appalachian State Mountaineers",29,19.8,35.7,22.7,1.145,19.8,10.8,9,54.4,54.4,0.08,8,54.4,19.8,10.8,9,54.4,0,0,0,,0
63,"Stonehill College Skyhawks",27,26.3,45.4,30.1,1.143,26.3,14.6,11.7,55.4,55.4,0.05,5.5,55.4,26.3,14.6,11.7,55.4,0,0,0,,0
63,"Illinois State Redbirds",29,25.6,41.8,29.3,1.143,25.6,14.2,11.4,55.5,55.5,0.06,5.7,55.5,25.6,14.2,11.4,55.5,0,0,0,,0
65,"Creighton Bluejays",29,23.7,39.8,27.1,1.142,23.7,13.1,10.6,55.2,55.2,0.06,5.8,55.2,23.7,13.1,10.6,55.2,0,0,0,,0
65,"Southern University Jaguars",26,21.1,39.3,24.1,1.142,21.1,11.6,9.5,54.9,54.9,0.07,6.9,54.9,21.1,11.6,9.5,54.9,0,0,0,,0
65,"Canisius Golden Griffins",29,27.1,43.6,31,1.142,27.1,15.1,12.1,55.5,55.5,0.06,5.6,55.5,27.1,15.1,12.1,55.5,0,0,0,,0
68,"Tennessee Tech Golden Eagles",29,26,47.1,29.7,1.14,26,14.4,11.6,55.5,55.5,0.05,5.3,55.5,26,14.4,11.6,55.5,0,0,0,,0
69,"Xavier Musketeers",29,20.6,34.8,23.4,1.139,20.6,11.2,9.3,54.7,54.7,0.08,8.1,54.7,20.6,11.2,9.3,54.7,0,0,0,,0
70,"Eastern Illinois Panthers",31,25.6,42.2,29.1,1.137,25.6,14,11.6,54.7,54.7,0.06,6.1,54.7,25.6,14,11.6,54.7,0,0,0,,0
