sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","FTA/FGA","+1%","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
130,"Long Beach State 49ers",15,26,79.1,24,0.923,26,8,18,30.8,46.2,0,0,30.8,0,0,0,,26,8,18,30.8,1
130,"East Carolina Pirates",18,17.9,68.6,16.6,0.923,17.9,5.5,12.4,30.7,46,0,0.3,30.7,0,0,0,,17.9,5.5,12.4,30.7,1
135,"DePaul Blue Demons",18,17,69.2,15.7,0.922,17,5.2,11.8,30.7,46.1,0,0.3,30.7,0,0,0,,17,5.2,11.8,30.7,1
136,"Detroit Titans",16,21.4,76.7,19.8,0.921,21.4,6.6,14.9,30.6,45.9,0,0.3,30.6,0,0,0,,21.4,6.6,14.9,30.6,1
136,"Virginia Commonwealth Rams",16,22.2,68.4,20.4,0.921,22.2,6.8,15.4,30.7,46.1,0,0,30.7,0,0,0,,22.2,6.8,15.4,30.7,1
136,"Arizona State Sun Devils",17,23.8,76.8,21.9,0.921,23.8,7.3,16.5,30.7,46,0,0,30.7,0,0,0,,23.8,7.3,16.5,30.7,1
136,"Houston Christian Huskies",14,20.7,72.9,19.1,0.921,20.7,6.4,14.4,30.7,46,0,0,30.7,0,0,0,,20.7,6.4,14.4,30.7,1
140,"Denver Pioneers",16,20.4,76,18.8,0.92,20.4,6.3,14.1,30.7,46,0,0,30.7,0,0,0,,20.4,6.3,14.1,30.7,1
140,"Furman Paladins",17,19.2,68.8,17.6,0.92,19.2,5.9,13.3,30.7,46,0,0,30.7,0,0,0,,19.2,5.9,13.3,30.7,1
140,"Oregon State Beavers",18,22.3,59.5,20.5,0.92,22.3,6.8,15.4,30.7,46,0,0,30.7,0,0,0,,22.3,6.8,15.4,30.7,1
140,"Florida International Panthers",14,19.6,70.8,18,0.92,19.6,6,13.6,30.7,46,0,0,30.7,0,0,0,,19.6,6,13.6,30.7,1
144,"North Carolina Tar Heels",17,18.8,65.6,17.2,0.918,18.8,5.7,13.1,30.4,45.6,0.01,0.6,30.4,0,0,0,,18.8,5.7,13.1,30.4,1
144,"Miami (OH) RedHawks",16,21.3,71.9,19.6,0.918,21.3,6.5,14.8,30.5,45.7,0,0.3,30.5,0,0,0,,21.3,6.5,14.8,30.5,1
146,"Grambling State Tigers",17,18.4,70.6,16.8,0.917,18.4,5.6,12.8,30.4,45.7,0,0.3,30.4,0,0,0,,18.4,5.6,12.8,30.4,1
