sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","FTA/FGA","+1%","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
61,"Duke Blue Devils",27,2.6,4,2.1,0.826,2.6,1,1.5,40.6,40.6,0.06,5.8,40.6,2.6,1,1.5,40.6,0,0,0,,0
62,"New Mexico Lobos",26,4.1,6.7,3.3,0.821,4.1,1.6,2.5,39.6,39.6,0.04,3.8,39.6,4.1,1.6,2.5,39.6,0,0,0,,0
63,"Georgia Lady Bulldogs",27,1.9,3,1.5,0.82,1.9,0.7,1.1,38,38,0.06,6,38,1.9,0.7,1.1,38,0,0,0,,0
63,"Pacific Tigers",27,2.3,3.9,1.9,0.82,2.3,0.9,1.4,39.3,39.3,0.05,4.9,39.3,2.3,0.9,1.4,39.3,0,0,0,,0
65,"North Florida Ospreys",27,2.9,4.9,2.3,0.818,2.9,1.1,1.7,39,39,0.04,3.9,39,2.9,1.1,1.7,39,0,0,0,,0
66,"West Virginia Mountaineers",28,2.5,4.2,2.1,0.817,2.5,1,1.5,39.4,39.4,0.06,5.6,39.4,2.5,1,1.5,39.4,0,0,0,,0
66,"Oral Roberts Golden Eagles",27,2.6,4.2,2.1,0.817,2.6,1,1.6,39.4,39.4,0.04,4.2,39.4,2.6,1,1.6,39.4,0,0,0,,0
68,"Hampton Pirates",24,2,3.3,1.7,0.816,2,0.8,1.2,40.8,40.8,0,0,40.8,2,0.8,1.2,40.8,0,0,0,,0
68,"Stonehill College Skyhawks",25,3,5.4,2.5,0.816,3,1.2,1.8,39.5,39.5,0.03,2.6,39.5,3,1.2,1.8,39.5,0,0,0,,0
70,"Rider Broncs",27,2.2,3.9,1.8,0.814,2.2,0.9,1.3,39,39,0.05,5.1,39,2.2,0.9,1.3,39,0,0,0,,0
70,"Loyola Marymount Lions",27,2.2,3.6,1.8,0.814,2.2,0.9,1.3,39,39,0.03,3.4,39,2.2,0.9,1.3,39,0,0,0,,0
72,"Maine Black Bears",27,1.4,2.4,1.1,0.811,1.4,0.5,0.9,37.8,37.8,0.05,5.4,37.8,1.4,0.5,0.9,37.8,0,0,0,,0
73,"New Hampshire Wildcats",27,2.7,5,2.2,0.808,2.7,1.1,1.6,39.7,39.7,0.01,1.4,39.7,2.7,1.1,1.6,39.7,0,0,0,,0
74,"Clemson Tigers",28,2,3.5,1.6,0.807,2,0.8,1.2,40.4,40.4,0.02,1.8,40.4,2,0.8,1.2,40.4,0,0,0,,0
75,"New Haven Chargers",26,3.2,5.5,2.5,0.805,3.2,1.2,1.9,39,39,0.02,2.4,39,3.2,1.2,1.9,39,0,0,0,,0
76,"Kansas Jayhawks",28,1.8,3.3,1.4,0.8,1.8,0.7,1.1,40,40,0,0,40,1.8,0.7,1.1,40,0,0,0,,0
77,"Penn State Lady Lions",27,2.7,4.3,2.2,0.797,2.7,1,1.7,37.8,37.8,0.04,4.1,37.8,2.7,1,1.7,37.8,0,0,0,,0
78,"Delaware Fightin Blue Hens",27,3.6,6.2,2.8,0.792,3.6,1.4,2.2,38.5,38.5,0.02,2.1,38.5,3.6,1.4,2.2,38.5,0,0,0,,0
79,"South Dakota State Jackrabbits",28,1.5,2.6,1.2,0.791,1.5,0.6,1,37.2,37.2,0.05,4.7,37.2,1.5,0.6,1,37.2,0,0,0,,0
79,"James Madison Dukes",29,3,4.7,2.3,0.791,3,1.2,1.8,39.5,39.5,0,0,39.5,3,1.2,1.8,39.5,0,0,0,,0
81,"Arizona State Sun Devils",29,2.1,3.6,1.7,0.79,2.1,0.8,1.3,38.7,38.7,0.02,1.6,38.7,2.1,0.8,1.3,38.7,0,0,0,,0
82,"Columbia Lions",24,2.5,4.1,2,0.787,2.5,1,1.6,37.7,37.7,0.03,3.3,37.7,2.5,1,1.6,37.7,0,0,0,,0
83,"San Jose State Spartans",28,2.3,4.1,1.8,0.785,2.3,0.9,1.5,36.9,36.9,0.06,6.2,36.9,2.3,0.9,1.5,36.9,0,0,0,,0
84,"Western Illinois Leathernecks",27,1.9,3.2,1.5,0.784,1.9,0.7,1.2,37.3,37.3,0.06,5.9,37.3,1.9,0.7,1.2,37.3,0,0,0,,0
85,"Vermont Catamounts",30,0.8,1.3,0.6,0.783,0.8,0.3,0.5,39.1,39.1,0,0,39.1,0.8,0.3,0.5,39.1,0,0,0,,0
86,"Bradley Braves",28,2.8,4.6,2.2,0.782,2.8,1,1.8,37.2,37.2,0.09,9,37.2,2.8,1,1.8,37.2,0,0,0,,0
86,"New Mexico State Aggies",25,3.5,6.1,2.7,0.782,3.5,1.4,2.1,39.1,39.1,0.03,3.4,39.1,3.5,1.4,2.1,39.1,0,0,0,,0
88,"Utah Utes",28,1.5,2.5,1.1,0.78,1.5,0.6,0.9,39,39,0,0,39,1.5,0.6,0.9,39,0,0,0,,0
89,"UC Riverside Highlanders",27,3.2,5.5,2.5,0.779,3.2,1.2,2,37.2,37.2,0.03,3.5,37.2,3.2,1.2,2,37.2,0,0,0,,0
90,"Seattle Redhawks",27,4,6.8,3.1,0.776,4,1.5,2.4,38.3,38.3,0.01,0.9,38.3,4,1.5,2.4,38.3,0,0,0,,0
91,"Navy Midshipmen",26,3.4,5.5,2.7,0.775,3.4,1.3,2.1,38.2,38.2,0.04,4.5,38.2,3.4,1.3,2.1,38.2,0,0,0,,0
92,"Alabama Crimson Tide",28,1.1,1.9,0.9,0.774,1.1,0.4,0.7,35.5,35.5,0.06,6.5,35.5,1.1,0.4,0.7,35.5,0,0,0,,0
92,"Detroit Titans",27,3.1,5.3,2.4,0.774,3.1,1.1,2,36.9,36.9,0.04,3.6,36.9,3.1,1.1,2,36.9,0,0,0,,0
92,"Michigan Wolverines",27,2,2.9,1.5,0.774,2,0.7,1.2,37.7,37.7,0.02,1.9,37.7,2,0.7,1.2,37.7,0,0,0,,0
92,"Arizona Wildcats",27,2,3.3,1.5,0.774,2,0.7,1.2,37.7,37.7,0.06,5.7,37.7,2,0.7,1.2,37.7,0,0,0,,0
96,"Creighton Bluejays",27,3.3,5.3,2.5,0.773,3.3,1.2,2,37.5,37.5,0.02,2.3,37.5,3.3,1.2,2,37.5,0,0,0,,0
97,"Colorado State Rams",28,1.3,2.2,1,0.771,1.3,0.5,0.8,37.1,37.1,0.06,5.7,37.1,1.3,0.5,0.8,37.1,0,0,0,,0
98,"Wake Forest Demon Deacons",28,3.1,5.6,2.4,0.77,3.1,1.2,1.9,37.9,37.9,0.03,3.4,37.9,3.1,1.2,1.9,37.9,0,0,0,,0
99,"Marshall Thundering Herd",30,2.4,4,1.9,0.767,2.4,0.9,1.6,35.6,35.6,0.08,8.2,35.6,2.4,0.9,1.6,35.6,0,0,0,,0
100,"Southern Miss Golden Eagles",28,2.9,4.4,2.2,0.765,2.9,1,1.9,35.8,35.8,0.06,6.2,35.8,2.9,1,1.9,35.8,0,0,0,,0
100,"UCLA Bruins",28,1.2,1.9,0.9,0.765,1.2,0.4,0.8,35.3,35.3,0.06,5.9,35.3,1.2,0.4,0.8,35.3,0,0,0,,0
102,"Northern Kentucky Norse",29,3.2,5.3,2.4,0.763,3.2,1.1,2.1,35.5,35.5,0.06,6.5,35.5,3.2,1.1,2.1,35.5,0,0,0,,0
103,"Eastern Kentucky Colonels",29,3,4.9,2.3,0.761,3,1.1,1.9,37.5,37.5,0.02,2.3,37.5,3,1.1,1.9,37.5,0,0,0,,0
103,"Yale Bulldogs",24,1.9,3.3,1.5,0.761,1.9,0.7,1.2,37,37,0.04,4.3,37,1.9,0.7,1.2,37,0,0,0,,0
105,"Morehead State Eagles",29,1,1.8,0.8,0.759,1,0.4,0.6,37.9,37.9,0.03,3.4,37.9,1,0.4,0.6,37.9,0,0,0,,0
105,"Louisville Cardinals",29,3,4.4,2.3,0.759,3,1.1,1.9,37.9,37.9,0.01,1.1,37.9,3,1.1,1.9,37.9,0,0,0,,0
107,"Mercyhurst Lakers",26,2.3,4.2,1.8,0.754,2.3,0.8,1.5,36.1,36.1,0.03,3.3,36.1,2.3,0.8,1.5,36.1,0,0,0,,0
108,"Fresno State Bulldogs",28,2.8,4.5,2.1,0.753,2.8,1,1.7,37.7,37.7,0.01,1.3,37.7,2.8,1,1.7,37.7,0,0,0,,0
108,"Purdue Fort Wayne Mastodons",28,3,5.1,2.3,0.753,3,1.1,1.9,36.5,36.5,0.05,4.7,36.5,3,1.1,1.9,36.5,0,0,0,,0
110,"LSU Tigers",28,1.9,2.6,1.4,0.75,1.9,0.7,1.2,36.5,36.5,0.02,1.9,36.5,1.9,0.7,1.2,36.5,0,0,0,,0
110,"Jacksonville Dolphins",27,4.9,7.7,3.7,0.75,4.9,1.8,3.1,36.4,36.4,0.05,5.3,36.4,4.9,1.8,3.1,36.4,0,0,0,,0
110,"USC Trojans",27,2.2,3.5,1.7,0.75,2.2,0.8,1.4,36.7,36.7,0.02,1.7,36.7,2.2,0.8,1.4,36.7,0,0,0,,0
113,"Sacramento State Hornets",28,4.7,7.8,3.5,0.748,4.7,1.7,3,36.6,36.6,0.02,1.5,36.6,4.7,1.7,3,36.6,0,0,0,,0
114,"Alabama State Hornets",26,3.8,6.4,2.8,0.747,3.8,1.4,2.4,36.4,36.4,0.06,6.1,36.4,3.8,1.4,2.4,36.4,0,0,0,,0
114,"Arkansas Razorbacks",29,2.9,4.4,2.1,0.747,2.9,1.1,1.8,37.3,37.3,0.01,1.2,37.3,2.9,1.1,1.8,37.3,0,0,0,,0
114,"Towson Tigers",26,3,5,2.3,0.747,3,1.1,2,35.4,35.4,0.04,3.8,35.4,3,1.1,2,35.4,0,0,0,,0
117,"Iowa Hawkeyes",27,2,3.4,1.5,0.745,2,0.7,1.3,36.4,36.4,0.02,1.8,36.4,2,0.7,1.3,36.4,0,0,0,,0
118,"Lamar Cardinals",26,3.5,6.1,2.6,0.744,3.5,1.3,2.2,36.7,36.7,0.01,1.1,36.7,3.5,1.3,2.2,36.7,0,0,0,,0
118,"Nevada Wolf Pack",26,1.7,3,1.2,0.744,1.7,0.6,1,37.2,37.2,0,0,37.2,1.7,0.6,1,37.2,0,0,0,,0
120,"Colorado Buffaloes",28,2.5,4.2,1.9,0.743,2.5,0.9,1.6,37.1,37.1,0,0,37.1,2.5,0.9,1.6,37.1,0,0,0,,0
