sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
33,"Western Illinois Leathernecks",15,11.1,13.1,11.3,1.018,8.1,4.3,3.8,52.9,52.9,12.7,16.9,0.43,13.9,52.4,8.1,4.3,3.8,52.9,0,0,0,,0
34,"Colorado Buffaloes",16,4.6,5.4,4.7,1.014,3.2,1.8,1.4,54.9,54.9,13.5,17.6,0.51,14.9,54.1,3.2,1.8,1.4,54.9,0,0,0,,0
35,"Clemson Tigers",17,5.7,7.6,5.8,1.01,4.4,2.5,1.9,57.3,57.3,13.4,15.5,0.32,14.4,51.5,4.4,2.5,1.9,57.3,0,0,0,,0
36,"North Carolina Tar Heels",17,6.4,7.5,6.4,1.009,4.6,2.7,1.9,58.2,58.2,13.9,13,0.35,11.1,53.7,4.6,2.7,1.9,58.2,0,0,0,,0
37,"William & Mary Tribe",14,10.9,13.5,11,1.007,7.6,4.3,3.4,56.1,56.1,15.7,21.6,0.51,20.3,51.6,7.6,4.3,3.4,56.1,0,0,0,,0
38,"Wisconsin-(Green Bay) Phoenix",18,15.8,20.9,15.8,1.004,12.1,6.4,5.7,53.2,53.2,11.6,15.5,0.35,11.6,51.1,12.1,6.4,5.7,53.2,0,0,0,,0
39,"UNC Greensboro Spartans",17,2.2,2.6,2.2,1,1.4,0.8,0.6,54.2,54.2,16.2,18.9,0.58,13.5,54.1,1.4,0.8,0.6,54.2,0,0,0,,0
39,"Florida International Panthers",14,3,3.2,3,1,1.9,0.9,1,46.2,46.2,9.5,28.6,0.92,23.8,52.4,1.9,0.9,1,46.2,0,0,0,,0
39,"Southeast Missouri State Redhawks",15,8.2,9.5,8.2,1,5.4,3,2.4,55.6,55.6,17.1,22.8,0.6,14.6,52.8,5.4,3,2.4,55.6,0,0,0,,0
42,"Idaho Vandals",16,4.9,5.3,4.9,0.987,3.7,2,1.7,54.2,54.2,15.2,16.5,0.36,11.4,50.6,3.7,2,1.7,54.2,0,0,0,,0
42,"Marquette Golden Eagles",16,9.4,11.9,9.3,0.987,7.2,3.9,3.3,53.9,53.9,13.9,14.6,0.32,12.6,49.7,7.2,3.9,3.3,53.9,0,0,0,,0
44,"Alabama A&M Bulldogs",14,5.3,6.5,5.2,0.986,3.6,2.1,1.6,56.9,56.9,20.3,17.6,0.41,14.9,50,3.6,2.1,1.6,56.9,0,0,0,,0
45,"Abilene Christian Wildcats",17,7.1,8.4,6.9,0.983,5.2,2.8,2.5,52.8,52.8,11.7,14.2,0.38,12.5,50.8,5.2,2.8,2.5,52.8,0,0,0,,0
46,"Gonzaga Bulldogs",18,9.1,11,8.9,0.982,6.7,3.5,3.2,52.5,52.5,13.5,21.5,0.47,17.2,50.3,6.7,3.5,3.2,52.5,0,0,0,,0
47,"Vanderbilt Commodores",16,6.3,7.1,6.1,0.98,4.3,2.3,2.1,52.2,52.2,14,20,0.54,18,51,4.3,2.3,2.1,52.2,0,0,0,,0
48,"Bryant University Bulldogs",17,11.5,14.7,11.2,0.979,8.4,4.6,3.7,55.6,55.6,16.9,13.3,0.32,11.8,50.3,8.4,4.6,3.7,55.6,0,0,0,,0
49,"Loyola Marymount Lions",16,8.4,10.1,8.2,0.978,6.8,3.4,3.3,50.9,50.9,11.2,12.7,0.26,11.9,49.3,6.8,3.4,3.3,50.9,0,0,0,,0
50,"Illinois State Redbirds",16,11,13.2,10.8,0.977,9.1,4.3,4.8,47.3,47.3,6.3,17.6,0.34,14.8,48.9,9.1,4.3,4.8,47.3,0,0,0,,0
50,"Georgia Lady Bulldogs",17,7.6,9.1,7.5,0.977,6.1,3.2,2.8,53.4,53.4,11.5,11.5,0.26,10.8,50,6.1,3.2,2.8,53.4,0,0,0,,0
52,"LSU Tigers",17,9.9,10.2,9.7,0.976,6.9,3.6,3.3,52.1,52.1,12.4,22.5,0.59,19.5,52.7,6.9,3.6,3.3,52.1,0,0,0,,0
