sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
16,"Massachusetts Lowell",29,23.3,29.8,20.4,0.876,20.7,7.5,13.2,36.3,47.8,9.9,1.8,0.04,1.8,33.6,7.1,2.8,4.3,39,13.6,4.8,8.9,34.9,0.66
16,"Missouri Tigers",32,26.2,29.8,22.6,0.865,24,8.2,15.8,34,44.8,5.5,3.5,0.07,3.3,33.7,7.5,3,4.5,40.2,16.5,5.2,11.3,31.3,0.69
18,"Coastal Carolina Chanticleers",32,26.4,29.5,20.4,0.772,22.4,6.8,15.7,30.2,40.5,9.5,6.2,0.14,5.3,30.8,5.9,2.2,3.7,37.2,16.6,4.6,12,27.7,0.74
19,"Le Moyne Dolphins",33,23.2,29.4,20,0.86,21.1,7.1,14.1,33.4,44.4,6.4,3.4,0.07,3,33,6.3,2.4,3.9,38.3,14.8,4.6,10.2,31.4,0.7
20,"Brown Bears",27,23.1,29.3,17.2,0.745,19.7,5.8,13.9,29.5,38.9,9.8,6.4,0.13,5.9,29.7,6.6,2.1,4.4,32.2,13.1,3.7,9.4,28.2,0.67
20,"USC Upstate Spartans",31,23.2,29.3,18.4,0.792,20.2,6.3,13.9,31.2,41.6,8.8,5.2,0.11,4.5,30.6,6.4,2.1,4.3,32.3,13.8,4.2,9.6,30.6,0.68
20,"Marshall Thundering Herd",32,25.2,29.3,19.4,0.77,21.9,6.9,15,31.6,41,9.7,3.8,0.09,3.1,30.6,7.9,2.8,5.1,35.6,14,4.1,9.9,29.4,0.64
23,"Mount St. Mary's Mountaineers",30,24.1,29.2,18.8,0.779,21.4,6.4,15,30,41.4,7.9,3.7,0.08,3.2,29.4,5.1,1.5,3.6,30.1,16.3,4.9,11.4,30,0.76
24,"Drexel Dragons",31,21.9,28.9,17.5,0.801,19.5,6.6,12.9,33.9,43.1,8.8,2.4,0.05,1.9,32.2,7.7,3,4.7,39.1,11.8,3.6,8.2,30.5,0.61
24,"Southern Indiana Screaming Eagles",31,23.1,28.9,15.8,0.683,19.7,5.4,14.4,27.2,36.8,11.6,3.9,0.09,3.5,26.4,4.7,1.5,3.1,33.1,15,3.8,11.2,25.3,0.76
24,"Lehigh Mountain Hawks",31,22.4,28.9,19.4,0.865,18.8,6.8,12,36,47.2,11.1,5.8,0.13,5.5,34.5,6.8,2.6,4.3,37.7,12,4.2,7.8,35,0.64
27,"Wisconsin-(Milwaukee) Panthers",32,22.7,28.7,19.2,0.845,20,6.5,13.5,32.6,43.1,7,5.9,0.13,5.2,33.1,5.7,2.3,3.4,40.1,14.3,4.2,10.1,29.5,0.72
27,"Boise State Broncos",34,23.2,28.7,17.3,0.747,20.6,5.9,14.7,28.8,38.3,7.4,4.7,0.1,4.3,29.2,6.5,2,4.5,31.1,14.1,3.9,10.2,27.8,0.68
27,"Florida Gulf Coast Eagles",31,22.5,28.7,15.5,0.69,19.9,5.4,14.5,27.3,35.6,8.4,4.1,0.09,4,27.2,5.8,2.1,3.7,36.1,14.1,3.3,10.7,23.6,0.71
30,"Boston College Eagles",31,23.2,28.5,22.1,0.953,20.7,7.9,12.8,38.1,50.7,8.1,3.6,0.07,3.6,36.5,6.2,2.6,3.5,42.9,14.5,5.2,9.3,36,0.7
30,"Long Beach State 49ers",30,23.5,28.5,20.2,0.86,21.3,7.1,14.2,33.4,44.6,6.5,4,0.08,3.8,32.8,6.2,2.3,3.8,37.8,15.1,4.8,10.3,31.6,0.71
32,"Tennessee-Martin Skyhawks",30,23.3,28.4,17.1,0.734,20.4,5.9,14.6,28.7,38.5,9,4.4,0.09,4,28.5,6.4,1.9,4.5,29.3,14.1,4,10.1,28.4,0.69
33,"Liberty Flames",31,21.4,28.2,17.2,0.804,18.7,6,12.6,32.3,42.1,8.9,5.1,0.11,5.1,32.1,6.5,2.4,4.1,36.8,12.2,3.6,8.5,29.9,0.65
33,"Loyola (MD) Greyhounds",30,20.3,28.2,18.7,0.924,17.7,6.4,11.4,35.9,48.3,8.1,5.4,0.12,5.1,35.5,5.3,2,3.3,37.1,12.4,4.4,8,35.4,0.7
