sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
326,"North Carolina Tar Heels",16,11.4,14.3,5.9,0.519,6.9,2.3,4.7,32.4,34.2,31.7,9.3,0.28,7.7,26.8,5.8,2,3.8,34.8,1.2,0.3,0.9,21.1,0.17
327,"Pennsylvania Quakers",14,8.1,10.6,4.2,0.518,6.4,1.5,4.9,23.3,28.3,17.5,4.4,0.11,4.4,21.9,4.4,0.9,3.6,19.4,2,0.6,1.4,32.1,0.31
328,"Arizona State Sun Devils",16,11.1,13.4,5.8,0.517,7.6,1.9,5.6,25.6,30.2,25.3,9.6,0.25,7.9,23,5.3,1.3,4,23.8,2.3,0.7,1.6,29.7,0.31
329,"Ohio Bobcats",12,5.5,6,2.8,0.515,3,1.3,1.8,41.7,45.8,42.4,3,0.11,0,24.2,2.2,1,1.2,46.2,0.8,0.3,0.6,30,0.28
330,"Michigan State Spartans",14,10,12.3,5.1,0.514,6.4,1.6,4.7,25.8,28.1,25.7,11.4,0.35,7.9,27.1,5.3,1.4,3.9,25.7,1.1,0.3,0.8,26.7,0.17
331,"UC Irvine Anteaters",15,6.8,8.3,3.5,0.51,4.9,1.1,3.9,21.6,23,17.6,11.8,0.3,10.8,25.5,3.7,0.9,2.8,25,1.2,0.1,1.1,11.1,0.24
332,"Oklahoma Sooners",14,17.1,18.3,8.6,0.506,12.6,3.1,9.6,24.3,26.6,19.2,7.9,0.2,7.5,24.7,9.2,2.5,6.7,27.1,3.4,0.6,2.9,16.7,0.27
332,"Hampton Pirates",11,7.9,9.4,4,0.506,5.3,1.4,3.9,25.9,26.7,24.1,11.5,0.31,9.2,25.3,4.7,1.3,3.5,26.9,0.5,0.1,0.5,16.7,0.1
334,"Wichita State Shockers",15,6.1,7.2,3.1,0.505,3.7,1.1,2.5,30.9,31.8,30.8,9.9,0.31,6.6,26.4,3,1.1,1.9,35.6,0.7,0.1,0.6,10,0.18
335,"Wake Forest Demon Deacons",15,5.2,6.3,2.6,0.5,4.2,1.1,3.1,25.4,27,16.7,5.1,0.1,5.1,23.1,3.5,0.9,2.6,26.4,0.7,0.1,0.5,20,0.16
335,"North Texas Mean Green",14,10.3,12.2,5.1,0.5,6.1,1.6,4.5,26.7,29.1,29.9,11.1,0.36,7.6,25,4.5,1.4,3.1,30.2,1.6,0.3,1.4,17.4,0.27
335,"South Carolina Gamecocks",15,16.9,19.9,8.5,0.5,13.1,3.1,9.9,24,27.3,18.9,4.3,0.11,4.3,22,9.5,2.3,7.2,23.9,3.6,0.9,2.7,24.1,0.28
335,"UCF Knights",13,14.9,17.7,7.5,0.5,9.8,2.7,7.1,27.6,29.1,26.3,9.3,0.27,7.7,25.8,7.2,2.4,4.8,33.3,2.6,0.3,2.3,11.8,0.27
335,"Siena Saints",13,6.2,6.9,3.1,0.5,3.3,0.6,2.7,18.6,20.9,28.7,16.3,0.6,12.5,26.3,2.9,0.5,2.5,15.8,0.4,0.2,0.2,40,0.12
340,"Washington Huskies",14,11.9,15.4,5.9,0.497,9.1,2.6,6.5,28.9,30.1,20.4,3.6,0.09,3,24.6,7.6,2.4,5.1,32.1,1.6,0.2,1.4,13.6,0.17
341,"Virginia Commonwealth Rams",14,8.6,10.1,4.3,0.496,6.3,1.6,4.7,25,26.7,19.8,8.3,0.22,7.4,24.8,4.9,1.4,3.6,27.5,1.4,0.2,1.1,15.8,0.22
342,"North Carolina A&T Aggies",12,8.3,9.5,4.1,0.495,5.5,1.4,4.1,25.8,28.8,27.3,7.1,0.2,7.1,23.2,4.2,1.1,3.1,26,1.3,0.3,1,25,0.24
343,"Florida International Panthers",11,5,5.4,2.5,0.491,2.8,0.6,2.2,22.6,25.8,29.1,14.5,0.52,9.1,25.5,2.4,0.5,1.9,19.2,0.5,0.2,0.3,40,0.16
344,"Mississippi State Bulldogs",15,12.8,15.7,6.3,0.49,9.4,2.5,6.9,26.2,28.7,21.4,5.2,0.14,4.7,23.4,7.1,2,5.1,28,2.3,0.5,1.8,20.6,0.24
345,"UC Riverside Highlanders",13,9.8,11.9,4.8,0.488,6.5,1.8,4.8,27.1,28.2,25.2,7.9,0.25,6.3,24.4,5.4,1.6,3.8,30,1.2,0.2,1,13.3,0.18
346,"Pittsburgh Panthers",16,7.5,9.4,3.6,0.483,5.6,1.3,4.3,22.5,25.8,20,5.8,0.17,5.8,21.7,3.6,0.9,2.7,24.6,2,0.4,1.6,18.8,0.36
347,"Coastal Carolina Chanticleers",16,5.8,6.4,2.8,0.478,3.8,1.1,2.7,28.3,30,29.3,6.5,0.18,5.4,22.8,2.8,0.9,1.8,34.1,1,0.1,0.9,12.5,0.27
347,"Idaho State Bengals",13,12.1,15.3,5.8,0.478,7.8,1.7,6.1,21.8,24.3,26.8,10.8,0.31,10.2,22.9,5.8,1.3,4.5,22.4,1.9,0.4,1.5,20,0.25
349,"Youngstown State Penguins",13,8.4,10.4,4,0.477,5.1,1.2,3.8,24.2,25,29.4,12.8,0.38,11,23.9,4,1.2,2.8,28.8,1.1,0.1,1,7.1,0.21
