sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
59,"North Alabama Lions",27,8.6,10.5,9.8,1.133,7.1,4.3,2.8,60.7,60.7,11.6,11.2,0.22,11.2,55.4,7.1,4.3,2.8,60.7,0,0,0,,0
61,"Northern Iowa Panthers",26,5.8,7.3,6.6,1.132,4.8,2.7,2,57.3,57.3,5.3,15.2,0.34,14.6,57.6,4.8,2.7,2,57.3,0,0,0,,0
61,"Western Illinois Leathernecks",27,7.6,9.5,8.6,1.132,6,3.6,2.5,58.9,58.9,8.3,16.1,0.36,14.1,58.5,6,3.6,2.5,58.9,0,0,0,,0
61,"Georgia Southern Eagles",27,5.6,7,6.4,1.132,4.6,2.8,1.7,61.8,61.8,10.5,11.2,0.24,11.2,57.2,4.6,2.8,1.7,61.8,0,0,0,,0
64,"Miami (OH) RedHawks",27,6.3,8,7.1,1.129,4.7,2.7,2,57.8,57.8,10,17.1,0.42,17.1,57.6,4.7,2.7,2,57.8,0,0,0,,0
64,"Oklahoma Sooners",26,9.5,9.9,10.8,1.129,7.9,4.7,3.2,59.7,59.7,6.9,12.1,0.27,10.5,58.9,7.9,4.7,3.2,59.7,0,0,0,,0
66,"Penn State Lady Lions",27,6.4,7.3,7.2,1.128,4.9,3.1,1.8,63.9,63.9,13.4,11.6,0.27,11,57.6,4.9,3.1,1.8,63.9,0,0,0,,0
66,"Wisconsin-(Green Bay) Phoenix",28,9.2,12.1,10.4,1.128,7.8,4.3,3.5,55,55,4.7,13.2,0.28,12.8,57.4,7.8,4.3,3.5,55,0,0,0,,0
68,"Northern Kentucky Norse",29,6.3,7.5,7.1,1.126,4.8,2.9,1.9,60,60,10.4,15.4,0.36,15.4,57.7,4.8,2.9,1.9,60,0,0,0,,0
69,"Illinois-Chicago Flames",26,6.3,8.1,7,1.123,5.5,3.2,2.4,56.9,56.9,3.1,12.3,0.24,11,57.1,5.5,3.2,2.4,56.9,0,0,0,,0
70,"Oregon Ducks",28,5.6,6.7,6.3,1.122,4.5,2.6,1.8,59.2,59.2,10.9,12.2,0.26,11.5,56.4,4.5,2.6,1.8,59.2,0,0,0,,0
71,"Illinois State Redbirds",26,8.2,10.1,9.2,1.121,6.5,3.7,2.7,57.7,57.7,8.4,16.8,0.38,15,57.5,6.5,3.7,2.7,57.7,0,0,0,,0
72,"Wisconsin Badgers",27,6.2,7.5,6.9,1.12,5.1,3,2.1,58.3,58.3,8.4,11.4,0.24,10.2,56.3,5.1,3,2.1,58.3,0,0,0,,0
73,"James Madison Dukes",29,9.3,10.8,10.4,1.119,7.8,4.3,3.4,55.6,55.6,4.8,15.2,0.32,14.5,56.9,7.8,4.3,3.4,55.6,0,0,0,,0
74,"Middle Tennessee State Blue Raiders",26,3.6,4.7,4,1.118,2.7,1.5,1.2,54.3,54.3,8.6,17.2,0.44,15.1,57,2.7,1.5,1.2,54.3,0,0,0,,0
75,"Fairleigh Dickinson Knights",28,5.6,7.1,6.2,1.115,4.4,2.6,1.8,59.3,59.3,9,14.1,0.33,13.5,59,4.4,2.6,1.8,59.3,0,0,0,,0
76,"Marquette Golden Eagles",26,6.1,7.8,6.8,1.113,5,3,2,59.5,59.5,11.3,8.8,0.18,8.8,55.3,5,3,2,59.5,0,0,0,,0
76,"Lipscomb Bisons",27,4.9,6.2,5.5,1.113,3.9,2.1,1.7,55.8,55.8,9,18,0.39,18,55.6,3.9,2.1,1.7,55.8,0,0,0,,0
78,"Louisville Cardinals",28,7.2,8.2,8,1.109,5.9,3.5,2.4,58.8,58.8,10,14.9,0.28,14.9,55.7,5.9,3.5,2.4,58.8,0,0,0,,0
78,"Binghamton Bearcats",27,5.4,6.9,6,1.109,4.3,2.3,2,53.9,53.9,8.8,19,0.41,17.7,54.4,4.3,2.3,2,53.9,0,0,0,,0
80,"Louisiana Tech Lady Techsters",26,8.5,10.3,9.5,1.108,6.7,4,2.7,60.1,60.1,12.2,11.7,0.28,11.3,56.8,6.7,4,2.7,60.1,0,0,0,,0
80,"Miami (FL) Hurricanes",26,6.4,7.8,7.1,1.108,5.3,3,2.2,57.7,57.7,7.8,16.8,0.33,16.2,56.3,5.3,3,2.2,57.7,0,0,0,,0
82,"Michigan Wolverines",26,9,9.8,9.9,1.107,7.3,4.1,3.2,56,56,7.3,15.5,0.32,14.6,55.8,7.3,4.1,3.2,56,0,0,0,,0
83,"Wake Forest Demon Deacons",27,11.9,15.2,13.2,1.106,9.6,5.7,3.9,59.1,59.1,9.3,14,0.3,12.7,55.9,9.6,5.7,3.9,59.1,0,0,0,,0
84,"Drake Bulldogs",25,12.6,14.7,13.9,1.105,9.8,5.8,4.1,58.5,58.5,8,17.8,0.4,15,58,9.8,5.8,4.1,58.5,0,0,0,,0
85,"Saint Mary's Gaels",29,9.3,12,10.3,1.103,7.8,4.2,3.6,54.2,54.2,5.9,12.9,0.29,12.9,55.7,7.8,4.2,3.6,54.2,0,0,0,,0
85,"South Carolina Gamecocks",28,6.6,7.6,7.3,1.103,5.2,2.9,2.3,56.6,56.6,8.7,15.2,0.34,15.2,56,5.2,2.9,2.3,56.6,0,0,0,,0
87,"Utah Tech University Trailblazers",24,5.7,7,6.3,1.102,4.3,2.6,1.7,61.2,61.2,16.1,16.1,0.33,15.3,52.6,4.3,2.6,1.7,61.2,0,0,0,,0
87,"Austin Peay Governors",26,6,7.5,6.7,1.102,4.6,2.8,1.8,60.8,60.8,13.4,14.6,0.33,14.6,56.1,4.6,2.8,1.8,60.8,0,0,0,,0
89,"Loyola Marymount Lions",27,7.3,9,8.1,1.101,6.2,3.6,2.6,57.5,57.5,6.6,11.1,0.23,11.1,57.1,6.2,3.6,2.6,57.5,0,0,0,,0
89,"Howard Bison",26,7.3,8.9,8,1.101,5.5,3,2.5,55.2,55.2,7.9,19,0.47,18,56.6,5.5,3,2.5,55.2,0,0,0,,0
91,"Georgia Lady Bulldogs",27,7.1,8.5,7.8,1.099,5.7,3.3,2.4,58.1,58.1,8.9,14.1,0.3,14.1,56.5,5.7,3.3,2.4,58.1,0,0,0,,0
91,"Florida Gators",28,9,10.5,9.9,1.099,6.7,4,2.8,59,59,11.5,18.7,0.44,17.1,57.1,6.7,4,2.8,59,0,0,0,,0
91,"Stephen F. Austin Lumberjacks",28,6.9,7.8,7.5,1.099,5.7,3.3,2.4,58.1,58.1,9.4,9.9,0.21,8.9,55.7,5.7,3.3,2.4,58.1,0,0,0,,0
91,"Alabama Crimson Tide",27,6.7,8.6,7.4,1.099,5.3,3.3,2.1,61.1,61.1,13.7,12.6,0.25,12.1,54.9,5.3,3.3,2.1,61.1,0,0,0,,0
91,"Oakland Golden Grizzlies",28,5.8,7.3,6.4,1.099,4.3,2.6,1.7,60,60,11.7,16.7,0.42,16.7,56.8,4.3,2.6,1.7,60,0,0,0,,0
96,"Maine Black Bears",27,6.4,8.6,7.1,1.098,5.6,3.1,2.5,55.6,55.6,4,10.9,0.23,10.9,56.9,5.6,3.1,2.5,55.6,0,0,0,,0
97,"Notre Dame Fighting Irish",26,9.1,10.8,10,1.097,7.4,4.2,3.2,57.3,57.3,8.5,11,0.26,10.2,56.4,7.4,4.2,3.2,57.3,0,0,0,,0
97,"Kennesaw State Fighting Owls",26,8.3,10.1,9.1,1.097,6.7,4,2.6,60.7,60.7,9.7,15.3,0.32,15.3,56,6.7,4,2.6,60.7,0,0,0,,0
97,"Brigham Young Cougars",28,5.2,5.9,5.7,1.097,4.1,2.3,1.8,57,57,6.9,18.6,0.42,16.6,57.9,4.1,2.3,1.8,57,0,0,0,,0
100,"Rhode Island Rams",27,5,6.4,5.5,1.096,4.3,2.3,2,53.9,53.9,6.7,12.6,0.24,11.9,53.3,4.3,2.3,2,53.9,0,0,0,,0
100,"Oregon State Beavers",29,6.1,7.8,6.7,1.096,4.9,2.9,2.1,58,58,9.6,14,0.3,14,55.6,4.9,2.9,2.1,58,0,0,0,,0
102,"Princeton Tigers",24,7.6,9.5,8.3,1.093,6.3,3.3,3,52.3,52.3,4.4,18.1,0.37,17.6,55.5,6.3,3.3,3,52.3,0,0,0,,0
103,"Houston Christian Huskies",26,7.5,9.2,8.2,1.092,6,3.4,2.6,57.1,57.1,9.7,13.3,0.29,11.8,54.9,6,3.4,2.6,57.1,0,0,0,,0
103,"Ball State Cardinals",28,9.7,10.9,10.6,1.092,7.4,4.2,3.2,57,57,8.5,19.2,0.45,18.5,57.6,7.4,4.2,3.2,57,0,0,0,,0
103,"Iowa State Cyclones",27,5.3,6.4,5.7,1.092,3.9,2.3,1.6,58.5,58.5,9.9,19.7,0.47,19,56.3,3.9,2.3,1.6,58.5,0,0,0,,0
106,"Idaho State Bengals",27,8.1,9.7,8.9,1.091,7,3.9,3.1,55.3,55.3,6.8,11.9,0.22,11.9,54.3,7,3.9,3.1,55.3,0,0,0,,0
107,"Indiana State Sycamores",27,6.6,7.2,7.1,1.09,5.6,3.1,2.4,56,56,6.8,11.3,0.23,11.3,54.8,5.6,3.1,2.4,56,0,0,0,,0
107,"New Hampshire Wildcats",27,7.9,10.6,8.6,1.09,6.3,3.7,2.7,57.9,57.9,10.8,12.3,0.26,12.3,54.7,6.3,3.7,2.7,57.9,0,0,0,,0
109,"Washington State Cougars",29,8.6,10.7,9.3,1.089,7.2,4.1,3.1,56.7,56.7,7.7,10.9,0.22,10.9,54.8,7.2,4.1,3.1,56.7,0,0,0,,0
110,"Abilene Christian Wildcats",26,8.3,10,9,1.088,6.8,3.8,3,55.6,55.6,7.9,13,0.27,12.6,54.9,6.8,3.8,3,55.6,0,0,0,,0
110,"Loyola (Chicago) Ramblers",27,5,6.6,5.5,1.088,3.9,2.3,1.7,57.5,57.5,6.6,18.4,0.43,16.9,58.8,3.9,2.3,1.7,57.5,0,0,0,,0
112,"Virginia Tech Hokies",28,8,9.2,8.7,1.085,6.8,3.9,2.9,57.1,57.1,8.5,8,0.17,8,54.9,6.8,3.9,2.9,57.1,0,0,0,,0
113,"Weber State Wildcats",29,6.7,8.3,7.2,1.082,5.2,3,2.2,57.3,57.3,10.8,14.4,0.34,14.4,55.7,5.2,3,2.2,57.3,0,0,0,,0
113,"Virginia Cavaliers",26,7.5,8.7,8.1,1.082,6.3,3.5,2.8,56.1,56.1,7.2,10.3,0.23,9.2,55.4,6.3,3.5,2.8,56.1,0,0,0,,0
115,"Missouri Tigers",28,3.1,3.8,3.3,1.081,2.2,1.2,1,55.7,55.7,11.6,22.1,0.56,22.1,55.8,2.2,1.2,1,55.7,0,0,0,,0
116,"North Dakota Fighting Hawks",28,4,5,4.3,1.08,3.2,1.9,1.3,58.9,58.9,13.4,9.8,0.2,8.9,53.6,3.2,1.9,1.3,58.9,0,0,0,,0
116,"Long Island University Sharks",26,8.2,9.7,8.8,1.08,6,3.3,2.7,55.5,55.5,11.3,19.2,0.48,19.2,55.9,6,3.3,2.7,55.5,0,0,0,,0
118,"New Mexico State Aggies",25,7.7,9.3,8.3,1.078,6.4,3.8,2.6,59.1,59.1,9.8,11.4,0.23,11.4,54.4,6.4,3.8,2.6,59.1,0,0,0,,0
119,"Tennessee-Martin Skyhawks",27,6.7,8.7,7.3,1.077,5.1,3,2.1,58.3,58.3,9.9,16.5,0.4,15.9,56.6,5.1,3,2.1,58.3,0,0,0,,0
120,"St. Thomas (MN) Tommies",28,5.7,7.4,6.1,1.075,4.3,2.5,1.8,58.7,58.7,11.9,16.3,0.38,14.4,55,4.3,2.5,1.8,58.7,0,0,0,,0
120,"TCU Horned Frogs",28,5.3,6.4,5.6,1.075,4.1,2.4,1.7,58.8,58.8,13.6,10.2,0.25,10.2,54.4,4.1,2.4,1.7,58.8,0,0,0,,0
120,"Georgia Tech Yellow Jackets",27,8.9,10.5,9.6,1.075,7.2,4.1,3.1,56.4,56.4,10,12.9,0.27,12.9,53.9,7.2,4.1,3.1,56.4,0,0,0,,0
123,"Southern Miss Golden Eagles",28,6.3,7.2,6.7,1.074,5,2.9,2.1,57.4,57.4,11.4,12.6,0.26,12.6,52.6,5,2.9,2.1,57.4,0,0,0,,0
