sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
64,"Montana Lady Griz",26,15.6,19,15.3,0.978,12.2,6.1,6.1,50.2,56.5,15.5,8.1,0.19,7.1,44.8,7.6,4.6,3,60.1,4.6,1.5,3,33.6,0.38
64,"Illinois Fighting Illini",27,11.6,14.6,11.3,0.978,8.6,4.3,4.3,50.2,56.2,17.9,10.5,0.24,10.2,44.4,5.5,3.3,2.2,59.7,3.1,1,2.1,33.3,0.36
68,"Central Connecticut State Blue Devils",26,17,20.5,16.6,0.977,11.8,6.2,5.6,52.6,58.9,20.4,11.8,0.31,10.9,46,7.6,4.7,2.8,62.4,4.3,1.5,2.8,35.1,0.36
68,"Princeton Tigers",24,12.8,16.4,12.5,0.977,9.6,4.8,4.9,49.4,55.4,16.9,9.8,0.23,8.5,45,6,3.6,2.5,59.3,3.6,1.2,2.4,32.6,0.37
68,"Charleston Southern Buccaneers",27,16.1,19.1,15.8,0.977,12.6,6.3,6.4,49.6,55.4,14.9,8.5,0.2,8,45,8.3,4.8,3.6,57.3,4.3,1.5,2.8,34.5,0.34
71,"Cal State Northridge Matadors",25,18.8,21.9,18.4,0.975,13.6,6.8,6.8,50.1,56.3,18.7,11.3,0.29,10.2,45,9.1,5.1,4,56.1,4.4,1.7,2.8,37.8,0.33
72,"Minnesota Golden Gophers",28,11.1,14.7,10.8,0.974,8,3.7,4.3,46.2,57,19,10,0.28,8.1,41.6,4,2,2,49.5,4,1.7,2.3,42.9,0.5
73,"Indiana State Sycamores",27,19.9,22.3,19.4,0.972,14.6,6.8,7.8,46.6,52.8,14.7,14.9,0.36,12.5,45.5,8.9,5,3.9,56,5.7,1.8,3.9,31.8,0.39
74,"Kentucky Wildcats",28,10.6,13.5,10.3,0.97,8.2,3.8,4.4,45.9,53.1,15.2,10.1,0.24,9.8,43.1,5,2.6,2.4,51.8,3.2,1.2,2,36.7,0.39
75,"Virginia Commonwealth Rams",28,15.2,18.4,14.7,0.969,11.1,5.6,5.5,50.3,57.7,18.8,11.1,0.26,9.9,44.5,6.7,3.9,2.8,58.8,4.4,1.6,2.8,37.4,0.4
75,"Kansas Jayhawks",28,10.5,12.9,10.1,0.969,7.8,3.4,4.4,43.8,50.2,13.3,13.7,0.35,10.6,44.4,5,2.4,2.5,48.9,2.9,1,1.9,35,0.37
77,"Mississippi Valley State Delta Devils",24,22,23.1,21.3,0.968,15.5,7.6,7.9,49.2,53.6,17.8,16.5,0.4,14.6,45.7,11.5,6.3,5.2,54.5,4,1.4,2.7,34,0.26
78,"Weber State Wildcats",29,14.8,17.6,14.3,0.967,11.2,5.1,6.1,45.4,53.2,15.7,9.6,0.24,7.7,42.8,6.2,3.3,2.9,53.6,5,1.8,3.2,35.2,0.45
79,"Oakland Golden Grizzlies",28,13.8,17.4,13.3,0.966,10.7,5,5.7,46.7,54.2,14.5,10.6,0.24,10.1,43.8,6.5,3.4,3.1,52.2,4.2,1.6,2.6,38.1,0.39
80,"Duke Blue Devils",27,11.4,14,11,0.964,8.6,4.3,4.3,49.8,53.4,14.7,12.1,0.28,11.1,46.9,6.4,3.7,2.8,56.9,2.2,0.6,1.6,28.8,0.25
81,"Georgia Tech Yellow Jackets",28,15.1,17.5,14.6,0.962,11.8,5.4,6.4,45.9,52.7,13.2,10.1,0.24,9.4,43.9,7.4,3.8,3.6,51.7,4.4,1.6,2.8,36.3,0.37
81,"Iowa Hawkeyes",27,12.7,15.4,12.2,0.962,9.6,4.7,4.9,48.6,56.9,18.4,7.3,0.17,7.3,42.7,5.4,3.1,2.4,56.5,4.1,1.6,2.6,38.4,0.43
83,"USC Trojans",27,14.2,17.3,13.7,0.961,10.4,5.2,5.2,50.2,55.7,18,12,0.28,10.7,44.5,7,4.1,2.9,58.5,3.4,1.1,2.3,33.3,0.33
84,"Iowa State Cyclones",28,9.9,12.2,9.5,0.96,7.4,3.4,4,45.9,52.9,15.8,11.2,0.28,10.1,43.5,4.6,2.4,2.3,50.8,2.8,1,1.7,37.7,0.37
84,"Lehigh Mountain Hawks",26,9.6,12.3,9.2,0.96,7.2,3.7,3.5,50.8,55.1,15.2,12,0.29,8.8,46.4,5.3,3,2.3,57.2,1.9,0.6,1.3,32.7,0.26
86,"California Golden Bears",29,12.7,15.5,12.1,0.959,10,4.7,5.3,47.2,52.4,13.6,9.3,0.21,9,44.7,6.6,3.7,2.9,56.3,3.4,1,2.4,30,0.34
86,"Tarleton State Texans",25,14.6,17.9,14,0.959,11.3,5.2,6.1,46.3,52.3,13.4,13.7,0.3,13.1,44,7.4,3.9,3.5,52.4,3.9,1.4,2.6,34.7,0.35
88,"Boise State Broncos",28,13.5,16.4,12.9,0.958,9.9,5,4.8,51.1,56.2,17.8,11.4,0.28,10.9,45.1,6.9,4,2.8,58.9,3,1,2,33.3,0.3
89,"Cincinnati Bearcats",26,15.1,18.3,14.4,0.957,10.8,5.2,5.7,47.5,53.7,16.6,13.3,0.34,12.8,44.6,7.3,3.8,3.5,52.4,3.6,1.3,2.2,37.6,0.33
90,"Wofford Terriers",27,12.7,16,12.1,0.956,9.6,4.4,5.2,46.2,51.5,14.6,11.7,0.28,11.1,44.2,6.3,3.4,2.9,53.8,3.3,1,2.3,31.5,0.34
90,"Eastern Washington University",28,13.8,16.6,13.2,0.956,10.3,4.8,5.5,46.4,51.7,14.2,13.7,0.33,11.9,45,6.9,3.7,3.3,53.1,3.4,1.1,2.3,32.6,0.33
92,"Arkansas-(Pine Bluff) Golden Lions",25,20.5,23.7,19.6,0.955,14.2,7.2,7,50.6,54.6,18.3,14.6,0.39,13.6,46.4,10.6,6,4.6,56.8,3.6,1.2,2.4,32.2,0.25
93,"Marquette Golden Eagles",27,12,15.1,11.4,0.954,8.9,4.3,4.6,48.5,54.8,17.3,9.9,0.24,9.9,44.1,5.7,3.2,2.5,56.5,3.2,1.1,2.1,34.5,0.36
94,"Northeastern Huskies",24,16.1,19.8,15.3,0.953,11.8,6,5.8,50.5,55.5,17.6,10.4,0.27,9.3,45.3,8,4.8,3.2,60.2,3.8,1.2,2.7,30.4,0.33
94,"Dayton Flyers",27,14.1,17.2,13.4,0.953,11.2,5.2,6,46.2,52.5,13.9,9.2,0.19,8.2,42.9,6.9,3.8,3.1,54.8,4.3,1.4,2.9,32.5,0.39
96,"Chicago State Cougars",27,20,23.5,19,0.952,14.1,7,7.1,49.7,53.9,17.8,15.4,0.39,13,45.2,9.9,5.8,4.1,58.8,4.2,1.2,3,28.3,0.3
97,"Massachusetts Lowell",27,15.1,19.3,14.3,0.951,11.8,5.6,6.2,47.2,51.3,13.8,10.6,0.24,9.8,44.7,8.7,4.6,4.1,53,3.1,1,2.1,31,0.26
98,"Idaho Vandals",28,13.6,15.9,12.9,0.95,10.1,4.6,5.5,45.8,52.3,16,10.5,0.27,8.4,43.3,6.9,3.3,3.6,47.9,3.2,1.3,1.9,41.1,0.32
98,"Elon Phoenix",25,18.2,22.3,17.3,0.95,12.8,6.2,6.6,48.6,54.4,17.5,12.3,0.35,9.6,45,8.3,4.8,3.6,57.2,4.5,1.5,3,32.7,0.35
100,"Northern Kentucky Norse",29,15.8,19.3,15,0.948,12.1,5.6,6.5,46.4,51,14.2,12.4,0.29,10.9,44.4,7.9,4.5,3.4,57,4.2,1.1,3.1,26.4,0.34
101,"Southeastern Louisiana Lions",26,18.9,22.1,17.9,0.947,14.4,7,7.4,48.5,54.3,16.5,8.9,0.22,8.3,43.5,9,5.3,3.7,59.1,5.4,1.7,3.7,30.7,0.37
102,"West Georgia Wolves",27,15.1,17.9,14.3,0.946,11.3,5.3,6,47.1,53.1,15.6,11,0.27,10.3,44,7.5,4,3.5,53,3.9,1.4,2.5,35.6,0.34
102,"Michigan State Spartans",28,14.6,17.7,13.8,0.946,10.6,5.1,5.5,48.3,54.6,18.4,11,0.28,10,43.6,6.7,3.8,2.9,56.4,3.9,1.3,2.5,34.3,0.36
102,"Nebraska Cornhuskers",28,15.9,19.5,15,0.946,11.4,5.7,5.7,50.2,56.3,20.4,10.6,0.26,9.7,43.1,7.3,4.3,3,59.3,4.1,1.4,2.7,33.9,0.36
105,"James Madison Dukes",29,13.2,16.1,12.4,0.942,9.9,4.6,5.3,46.2,53.5,16.8,10.5,0.24,9.7,42.1,6.2,3.1,3.1,50.3,3.7,1.4,2.2,39.3,0.37
105,"Stetson Hatters",26,12,14.8,11.3,0.942,9,4.4,4.7,48.5,54.7,17.4,9.6,0.22,8.4,42.8,5.8,3.3,2.5,56.3,3.2,1.1,2.1,34.5,0.36
105,"Louisiana-(Lafayette) Ragin Cajuns",28,19.6,21.9,18.5,0.942,14.2,6.4,7.8,45,52,16.9,12.6,0.32,10.7,43,8.5,4.4,4.1,51.7,5.7,2,3.7,35,0.4
108,"Oral Roberts Golden Eagles",27,15.3,17.2,14.4,0.939,10.7,5.4,5.4,50,55.7,22.3,10.9,0.27,9.4,42.4,7.2,4.1,3,57.7,3.6,1.2,2.3,34.4,0.33
109,"Purdue Fort Wayne Mastodons",28,12.1,14.6,11.4,0.938,8.9,4.1,4.8,46,52.8,17.1,11.2,0.28,10.3,42.5,5.3,2.9,2.4,54.4,3.6,1.2,2.4,33.7,0.4
109,"Utah State Aggies",26,17.9,21.5,16.8,0.938,13.5,6.3,7.3,46.3,53,16.5,9.4,0.23,8.8,42.5,7.6,4.5,3.1,58.9,6,1.8,4.2,30.3,0.44
109,"Morgan State Bears",27,20.7,24.6,19.4,0.938,14.7,7.3,7.4,49.6,54.9,19.5,11.8,0.3,11.3,44.6,10,5.7,4.3,57.4,4.7,1.6,3.1,33.1,0.32
112,"Lafayette Leopards",27,11.6,14.6,10.9,0.936,9.1,4,5.1,43.7,52.8,15,8,0.19,7.3,40.1,4.7,2.3,2.3,50,4.5,1.7,2.8,37.2,0.49
